"Survey"	"Stratum"	"PSU"	"Layer"	"Beam"	"SpeciesCategory"	"IndividualTotalLength"	"LengthResolution"	"Frequency"	"Density"	"MinLayerDepth"	"MaxLayerDepth"	"DensityWeight"
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	10	0.5	38000	21140.4747369882	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	10.5	0.5	38000	603.667717572763	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	11	0.5	38000	603.667717572763	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	12.5	0.5	38000	3663.20480022743	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	13	0.5	38000	42557.2343155476	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	13.5	0.5	38000	42557.2343155476	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	14	0.5	38000	102029.269345058	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	14.5	0.5	38000	99767.2878320049	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	15	0.5	38000	128212.168007906	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	15.5	0.5	38000	156116.583122551	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	16	0.5	38000	113559.348807004	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	16.5	0.5	38000	87916.9152054195	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	17	0.5	38000	51284.8672031607	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	17.5	0.5	38000	32968.8432020313	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	18	0.5	38000	18316.0240011294	10	189.2	1
"Survey"	"45G9"	"PSU104"	"WaterColumn"	"I1"	"126417"	18.5	0.5	38000	3663.20480022743	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	7	0.5	38000	745.646440970249	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	7.5	0.5	38000	41786.1037949918	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	8	0.5	38000	65661.7414563736	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	8.5	0.5	38000	344727.880533518	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	9	0.5	38000	285031.310604926	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	9.5	0.5	38000	66407.3878973438	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	10	0.5	38000	26112.5769843021	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	10.5	0.5	38000	745.646440970249	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	11	0.5	38000	745.646440970249	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	12.5	0.5	38000	4524.76675880134	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	13	0.5	38000	52566.4192090909	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	13.5	0.5	38000	52566.4192090909	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	14	0.5	38000	126025.890315673	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	14.5	0.5	38000	123231.905453387	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	15	0.5	38000	158366.83655798	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	15.5	0.5	38000	192834.188731875	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	16	0.5	38000	140267.769522784	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	16.5	0.5	38000	108594.402211184	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	17	0.5	38000	63346.73462319	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	17.5	0.5	38000	40722.9008291929	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	18	0.5	38000	22623.8337939971	10	189.2	1
"Survey"	"45G9"	"PSU105"	"WaterColumn"	"I1"	"126417"	18.5	0.5	38000	4524.76675880134	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	7	0.5	38000	723.704274626999	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	7.5	0.5	38000	40556.4625200828	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	8	0.5	38000	63729.5108786369	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	8.5	0.5	38000	334583.560005441	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	9	0.5	38000	276643.683323838	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	9.5	0.5	38000	64453.2151532639	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	10	0.5	38000	25344.1611824444	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	10.5	0.5	38000	723.704274626999	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	11	0.5	38000	723.704274626999	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	12.5	0.5	38000	4391.61627429445	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	13	0.5	38000	51019.5451800886	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	13.5	0.5	38000	51019.5451800886	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	14	0.5	38000	122317.321620214	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	14.5	0.5	38000	119605.555457355	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	15	0.5	38000	153706.569600241	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	15.5	0.5	38000	187159.649683161	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	16	0.5	38000	136140.104503072	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	16.5	0.5	38000	105398.79058302	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	17	0.5	38000	61482.6278400943	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	17.5	0.5	38000	39524.5464686314	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	18	0.5	38000	21958.0813714629	10	189.2	1
"Survey"	"45G9"	"PSU106"	"WaterColumn"	"I1"	"126417"	18.5	0.5	38000	4391.61627429445	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	7	0.5	38000	472.272862646725	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	7.5	0.5	38000	26466.2201464211	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	8	0.5	38000	41588.4216702216	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	8.5	0.5	38000	218341.581248423	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	9	0.5	38000	180531.342479387	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	9.5	0.5	38000	42060.6945328683	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	10	0.5	38000	16539.0201117467	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	10.5	0.5	38000	472.272862646725	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	11	0.5	38000	472.272862646725	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	12.5	0.5	38000	2865.86836947448	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	13	0.5	38000	33294.1886595227	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	13.5	0.5	38000	33294.1886595227	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	14	0.5	38000	79821.487392253	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	14.5	0.5	38000	78051.8507969434	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	15	0.5	38000	100305.392931564	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	15.5	0.5	38000	122136.108113195	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	16	0.5	38000	88841.9194536723	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	16.5	0.5	38000	68780.840867357	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	17	0.5	38000	40122.1571726244	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	17.5	0.5	38000	25792.8153252581	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	18	0.5	38000	14329.3418473663	10	189.2	1
"Survey"	"45G9"	"PSU107"	"WaterColumn"	"I1"	"126417"	18.5	0.5	38000	2865.86836947448	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	7	0.5	38000	574.755686626365	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	7.5	0.5	38000	32209.3682186426	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	8	0.5	38000	50613.075074473	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	8.5	0.5	38000	265721.52536191	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	9	0.5	38000	219706.495780462	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	9.5	0.5	38000	51187.8307610994	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	10	0.5	38000	20127.973915717	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	10.5	0.5	38000	574.755686626365	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	11	0.5	38000	574.755686626365	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	12.5	0.5	38000	3487.75945593601	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	13	0.5	38000	40519.0003008622	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	13.5	0.5	38000	40519.0003008622	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	14	0.5	38000	97142.6847110421	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	14.5	0.5	38000	94989.0384254685	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	15	0.5	38000	122071.580957708	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	15.5	0.5	38000	148639.543434834	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	16	0.5	38000	108120.543133972	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	16.5	0.5	38000	83706.2269424272	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	17	0.5	38000	48828.6323830819	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	17.5	0.5	38000	31389.8351034093	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	18	0.5	38000	17438.7972796726	10	189.2	1
"Survey"	"45G9"	"PSU108"	"WaterColumn"	"I1"	"126417"	18.5	0.5	38000	3487.75945593601	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	7	0.5	38000	606.507292040712	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	7.5	0.5	38000	33988.7314752755	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	8	0.5	38000	53409.1263810799	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	8.5	0.5	38000	280400.953890774	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	9	0.5	38000	231843.885846035	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	9.5	0.5	38000	54015.6336731207	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	10	0.5	38000	21239.9167819344	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	10.5	0.5	38000	606.507292040712	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	11	0.5	38000	606.507292040712	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	12.5	0.5	38000	3680.4360393989	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	13	0.5	38000	42757.4180134183	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	13.5	0.5	38000	42757.4180134183	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	14	0.5	38000	102509.20176447	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	14.5	0.5	38000	100236.580184432	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	15	0.5	38000	128815.261378907	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	15.5	0.5	38000	156850.935234737	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	16	0.5	38000	114093.517221319	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	16.5	0.5	38000	88330.4649455346	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	17	0.5	38000	51526.1045515612	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	17.5	0.5	38000	33123.9243545745	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	18	0.5	38000	18402.1801969867	10	189.2	1
"Survey"	"45G9"	"PSU109"	"WaterColumn"	"I1"	"126417"	18.5	0.5	38000	3680.4360393989	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	7	0.5	38000	438.327040598055	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	7.5	0.5	38000	24563.8927622974	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	8	0.5	38000	38599.1473058412	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	8.5	0.5	38000	202647.720666752	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	9	0.5	38000	167555.189685707	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	9.5	0.5	38000	39037.4743464393	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	10	0.5	38000	15350.2356653436	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	10.5	0.5	38000	438.327040598055	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	11	0.5	38000	438.327040598055	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	12.5	0.5	38000	2659.87673756091	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	13	0.5	38000	30901.0835440666	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	13.5	0.5	38000	30901.0835440666	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	14	0.5	38000	74084.1134692791	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	14.5	0.5	38000	72441.6740383768	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	15	0.5	38000	93095.6858145922	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	15.5	0.5	38000	113357.262408421	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	16	0.5	38000	82456.1788643542	10	189.2	1
"Survey"	"45G9"	"PSU110"	"WaterColumn"	"I1"	"126417"	16.5	0.5	38000	63837.0417014335	10	189.2	1
