"Survey"	"Stratum"	"Layer"	"SpeciesCategory"	"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"IndividualTotalLength"	"LengthResolution"	"IndividualRoundWeight"	"Beam"	"Frequency"	"Abundance"	"Biomass"	"MinLayerDepth"	"MaxLayerDepth"	"Cruise"	"Platform"	"Station"	"CatchPlatform"	"DateTime"	"Latitude"	"Longitude"	"BottomDepth"	"Haul"	"Gear"	"TowDistance"	"EffectiveTowDistance"	"MinHaulDepth"	"MaxHaulDepth"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"	"Sample"	"CatchFractionWeight"	"CatchFractionCount"	"SampleWeight"	"SampleCount"	"catchpartnumber"	"Individual"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"	"readability"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"17"	16	1	11	"38000/2"	38000	17365962.6359615	191025588.995577	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-17"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"19"	16	1	11	"38000/2"	38000	17365962.6359615	191025588.995577	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-19"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"2"	18	1	18	"38000/2"	38000	17365962.6359616	312587327.447308	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-2"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"20"	17	1	12	"38000/2"	38000	17365962.6359614	208391551.631537	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-20"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"21"	18	1	16	"38000/2"	38000	17365962.6359616	277855402.175385	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-21"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"22"	14	1	9	"38000/2"	38000	17365962.6359614	156293663.723653	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-22"	"IndividualWeight"	1	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"23"	17	1	14	"38000/2"	38000	17365962.6359614	243123476.90346	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-23"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"24"	16	1	12	"38000/2"	38000	17365962.6359615	208391551.631538	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-24"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"25"	17	1	13	"38000/2"	38000	17365962.6359614	225757514.267498	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-25"	"IndividualWeight"	2	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"26"	20	1	23	"38000/2"	38000	17365962.6359616	399417140.627116	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-26"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"27"	15	1	11	"38000/2"	38000	17365962.6359618	191025588.995579	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-27"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"28"	16	1	14	"38000/2"	38000	17365962.6359615	243123476.903461	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-28"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"29"	19	1	20	"38000/2"	38000	17365962.635962	347319252.719241	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-29"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"3"	19	1	19	"38000/2"	38000	17365962.635962	329953290.083279	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-3"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"30"	15	1	10	"38000/2"	38000	17365962.6359618	173659626.359618	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-30"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"31"	15	1	11	"38000/2"	38000	17365962.6359618	191025588.995579	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-31"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"32"	17	1	13	"38000/2"	38000	17365962.6359614	225757514.267498	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-32"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"33"	20	1	25	"38000/2"	38000	17365962.6359616	434149065.899039	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-33"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"34"	19	1	19	"38000/2"	38000	17365962.635962	329953290.083279	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-34"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"35"	20	1	24	"38000/2"	38000	17365962.6359616	416783103.263078	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-35"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"36"	17	1	13	"38000/2"	38000	17365962.6359614	225757514.267498	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-36"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"37"	13	1	8	"38000/2"	38000	17365962.6359616	138927701.087693	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-37"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"38"	19	1	21	"38000/2"	38000	17365962.635962	364685215.355203	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-38"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"39"	14	1	9	"38000/2"	38000	17365962.6359614	156293663.723653	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-39"	"IndividualWeight"	NA	NA	NA
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"4"	17	1	14	"38000/2"	38000	17365962.6359614	243123476.90346	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-4"	"IndividualWeight"	4	NA	"1"
"Survey"	"Engelsk_Klondyke_2020"	"WaterColumn"	"havsil/171677/126751/NA"	"2020821/5/2020/3317/21"	"36"	"37251"	"havsil/171677/126751/NA"	"1"	"40"	14	1	7	"38000/2"	38000	17365962.6359614	121561738.45173	10	90	"2020821/5/2020/3317/21"	"3317"	"2020821/5/2020/3317/21-36"	"3317"	2020-04-24T10:29:36Z	57.775666666667	4.2445	79.155	"2020821/5/2020/3317/21-36-37251"	"3270"	0.597	0.597	75.21	79.96	5	NA	0	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1"	295.94	20067	1.519	103	1	"2020821/5/2020/3317/21-36-37251-havsil/171677/126751/NA-1-40"	"IndividualWeight"	NA	NA	NA
