Stratum	PSU	Layer	SpeciesCategory	IndividualTotalLength	LengthResolution	WeightedCount	LengthDistributionType
Engelsk_Klondyke_2020	T5	WaterColumn	havsil/171677/126751/NA	21	1	1199.99999999991	Percent
Engelsk_Klondyke_2020	T5	WaterColumn	havsil/171677/126751/NA	22	1	400.000000000006	Percent
Engelsk_Klondyke_2020	T5	WaterColumn	havsil/171677/126751/NA	24	1	99.999999999999	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	9	1	199.999999999945	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	10	1	399.999999999975	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	11	1	1499.99999999997	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	12	1	5999.99999999994	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	13	1	10500	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	14	1	9499.99999999986	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	15	1	5400.00000000004	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	16	1	4799.99999999997	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	17	1	5799.99999999992	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	18	1	5699.99999999998	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	19	1	2900.00000000007	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	20	1	1899.99999999999	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	21	1	1199.99999999991	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	22	1	400.000000000006	Percent
Engelsk_Klondyke_2020	T6	WaterColumn	havsil/171677/126751/NA	24	1	99.999999999999	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	9	1	199.999999999945	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	10	1	399.999999999975	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	11	1	1499.99999999997	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	12	1	5999.99999999994	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	13	1	10500	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	14	1	9499.99999999986	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	15	1	5400.00000000004	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	16	1	4799.99999999997	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	17	1	5799.99999999992	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	18	1	5699.99999999998	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	19	1	2900.00000000007	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	20	1	1899.99999999999	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	21	1	1199.99999999991	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	22	1	400.000000000006	Percent
Engelsk_Klondyke_2020	T7	WaterColumn	havsil/171677/126751/NA	24	1	99.999999999999	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	9	1	199.999999999945	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	10	1	399.999999999975	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	11	1	1499.99999999997	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	12	1	5999.99999999994	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	13	1	10500	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	14	1	9499.99999999986	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	15	1	5400.00000000004	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	16	1	4799.99999999997	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	17	1	5799.99999999992	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	18	1	5699.99999999998	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	19	1	2900.00000000007	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	20	1	1899.99999999999	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	21	1	1199.99999999991	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	22	1	400.000000000006	Percent
Engelsk_Klondyke_2020	T8	WaterColumn	havsil/171677/126751/NA	24	1	99.999999999999	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	9	1	199.999999999945	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	10	1	399.999999999975	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	11	1	1499.99999999997	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	12	1	5999.99999999994	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	13	1	10500	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	14	1	9499.99999999986	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	15	1	5400.00000000004	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	16	1	4799.99999999997	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	17	1	5799.99999999992	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	18	1	5699.99999999998	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	19	1	2900.00000000007	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	20	1	1899.99999999999	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	21	1	1199.99999999991	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	22	1	400.000000000006	Percent
Engelsk_Klondyke_2020	T9	WaterColumn	havsil/171677/126751/NA	24	1	99.999999999999	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T10	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T10	WaterColumn					Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	10	1	500	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	11	1	3200	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	12	1	5500	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	13	1	5600	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	14	1	2400	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	15	1	400	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	16	1	1200	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	17	1	900	Percent
Outer_Shoal_2020_1	T100	WaterColumn	havsil/171677/126751/NA	18	1	900	Percent
Outer_Shoal_2020_1	T100	WaterColumn					Percent
Outer_Shoal_2020_1	T11	WaterColumn	havsil/171677/126751/NA	9	1	100	Percent
