"Survey"	"Stratum"	"PSU"	"Layer"	"SpeciesCategory"	"IndividualTotalLength"	"LengthResolution"	"Density"	"MinLayerDepth"	"MaxLayerDepth"	"DensityWeight"	"MeanLengthDistributionWeight"	"LengthDistributionType"
"Survey"	"Statum1"	"PSU4"	"WaterColumn"	"126425"	12	1	665152.470868412	30	69	1	1	"Normalized"
"Survey"	"Statum1"	"PSU4"	"WaterColumn"	"126425"	13	1	8527.59578036426	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU1"	"WaterColumn"	"126425"	6	1	78173.5670222716	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU1"	"WaterColumn"	"126425"	7	1	795331.073183111	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU1"	"WaterColumn"	"126425"	8	1	13595.4029603951	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU2"	"WaterColumn"	"126425"	6	1	5986.67064509344	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU2"	"WaterColumn"	"126425"	7	1	451993.633704552	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU2"	"WaterColumn"	"126425"	8	1	14966.6766127335	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU2"	"WaterColumn"	"126425"	9	1	8980.00596764009	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU2"	"WaterColumn"	"126425"	10	1	35920.0238705604	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU2"	"WaterColumn"	"126425"	11	1	74833.3830636675	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU2"	"WaterColumn"	"126425"	12	1	26940.0179029203	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU2"	"WaterColumn"	"126425"	13	1	5986.67064509344	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	15	1	27910.9370752265	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	16	1	115631.025025938	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	17	1	235249.326776909	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	18	1	239236.603501942	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	19	1	103669.194850841	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	20	1	103669.194850841	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	21	1	67783.7043255502	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	22	1	15949.1069001293	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126417"	23	1	11961.830175097	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126425"	7	1	5726.8552455991	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126425"	8	1	1145.37104911982	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126425"	9	1	1908.95174853307	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126425"	10	1	21380.25958357	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126425"	11	1	39706.196369487	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126425"	12	1	15653.4043379709	30	69	1	1	"Normalized"
"Survey"	"Stratum2"	"PSU5"	"WaterColumn"	"126425"	13	1	763.580699413255	30	69	1	1	"Normalized"
