"Survey"	"Stratum"	"Layer"	"SpeciesCategory"	"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"IndividualTotalLength"	"LengthResolution"	"IndividualRoundWeight"	"Abundance"	"Biomass"	"MinLayerDepth"	"MaxLayerDepth"	"Cruise"	"Platform"	"Station"	"CatchPlatform"	"DateTime"	"Latitude"	"Longitude"	"BottomDepth"	"Haul"	"Gear"	"TowDistance"	"EffectiveTowDistance"	"MinHaulDepth"	"MaxHaulDepth"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"	"Sample"	"CatchFractionWeight"	"CatchFractionCount"	"SampleWeight"	"SampleCount"	"Individual"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"	"StockCode"	"IndividualMaturity"	"MaturityScale"	"ReplaceLevel"	"ReplaceIndividual"
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"189"	16	1	31.5	347148.120224165	10935165.7870612	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-189"	"IndividualWeight"	5	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"190"	16	1	25.3	347148.120224165	8782847.44167137	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-190"	"IndividualWeight"	3	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"191"	16	1	26.4	347148.120224165	9164710.37391794	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-191"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"192"	16	1	26.1	347148.120224165	9060565.9378507	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-192"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"193"	16	1	30.3	347148.120224165	10518588.0427922	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-193"	"IndividualWeight"	5	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"194"	16	1	29.8	347148.120224165	10345013.9826801	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-194"	"IndividualWeight"	2	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"195"	16	1	31.2	347148.120224165	10831021.3509939	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-195"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"196"	16	1	29.1	347148.120224165	10102010.2985232	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-196"	"IndividualWeight"	5	"M"	NA	"Mature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"197"	17	1	27.8	410941.882396211	11424184.3306147	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-197"	"IndividualWeight"	5	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"198"	17	1	24.5	410941.882396211	10068076.1187072	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-198"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"199"	17	1	27.4	410941.882396211	11259807.5776562	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-199"	"IndividualWeight"	4	"M"	NA	"Mature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"200"	17	1	32	410941.882396211	13150140.2366788	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-200"	"IndividualWeight"	3	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"201"	17	1	32.4	410941.882396211	13314516.9896372	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-201"	"IndividualWeight"	5	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"202"	17	1	27.4	410941.882396211	11259807.5776562	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-202"	"IndividualWeight"	4	"F"	NA	"Mature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"203"	17	1	28.8	410941.882396211	11835126.2130109	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-203"	"IndividualWeight"	4	"F"	NA	"Mature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"204"	17	1	30.9	410941.882396211	12698104.1660429	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-204"	"IndividualWeight"	3	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"205"	17	1	30.7	410941.882396211	12615915.7895637	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-205"	"IndividualWeight"	5	"F"	NA	"Mature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"206"	17	1	27.4	410941.882396211	11259807.5776562	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-206"	"IndividualWeight"	5	"M"	NA	"Mature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"207"	17	1	34.7	410941.882396211	14259683.3191485	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-207"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"208"	17	1	32	410941.882396211	13150140.2366788	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-208"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"209"	17	1	34.3	410941.882396211	14095306.56619	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-209"	"IndividualWeight"	5	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"210"	17	1	35.4	410941.882396211	14547342.6368259	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-210"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"211"	18	1	37	477348.488591317	17661894.0778787	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-211"	"IndividualWeight"	4	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"212"	17	1	29.6	410941.882396211	12163879.7189278	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-212"	"IndividualWeight"	5	"F"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"213"	18	1	36.9	477348.488591317	17614159.2290196	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-213"	"IndividualWeight"	6	"M"	NA	"Immature"	"M6"	NA	NA
"Survey"	"Statum1"	"WaterColumn"	"126417"	"BIAS2019"	"3"	"3"	"126417"	"1"	"214"	17	1	34.4	410941.882396211	14136400.7544297	30	69	"BIAS2019"	"LTDA"	"BIAS2019-3"	"LTDA"	2019-10-30T15:45:00Z	55.94017	19.7925	64	"BIAS2019-3-3"	"PEL"	1.387149028078	1.387149028078	62	62	20	NA	NA	"BIAS2019-3-3-126417-1"	118.05	3042.192	9.119	235	"BIAS2019-3-3-126417-1-214"	"IndividualWeight"	4	"F"	NA	"Immature"	"M6"	NA	NA
