"Survey"	"Stratum"	"Layer"	"SpeciesCategory"	"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"IndividualTotalLength"	"LengthResolution"	"IndividualRoundWeight"	"Beam"	"Frequency"	"Abundance"	"Biomass"	"MinLayerDepth"	"MaxLayerDepth"	"Cruise"	"Platform"	"Station"	"CatchPlatform"	"DateTime"	"Latitude"	"Longitude"	"BottomDepth"	"Haul"	"Gear"	"TowDistance"	"EffectiveTowDistance"	"MinHaulDepth"	"MaxHaulDepth"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"	"Sample"	"CatchFractionWeight"	"CatchFractionCount"	"SampleWeight"	"SampleCount"	"Individual"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"11"	9	0.5	4.75	"I1"	38000	22618334.3480555	107437088.153263	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-11"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"12"	9	0.5	4.33	"I1"	38000	22618334.3480555	97937387.7270802	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-12"	"IndividualWeight"	0	"M"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"13"	9	0.5	4.37	"I1"	38000	22618334.3480555	98842121.1010024	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-13"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"14"	9	0.5	4.23	"I1"	38000	22618334.3480555	95675554.2922746	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-14"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"15"	9	0.5	4.47	"I1"	38000	22618334.3480555	101103954.535808	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-15"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"16"	9.5	0.5	5.28	"I1"	38000	20420019.5950036	107817703.461619	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-16"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"17"	9.5	0.5	4.97	"I1"	38000	20420019.5950036	101487497.387168	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-17"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"18"	9.5	0.5	5.33	"I1"	38000	20420019.5950036	108838704.441369	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-18"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"19"	9.5	0.5	5.29	"I1"	38000	20420019.5950036	108021903.657569	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-19"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"20"	9.5	0.5	4.73	"I1"	38000	20420019.5950036	96586692.6843671	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-20"	"IndividualWeight"	0	"M"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"21"	10	0.5	5.96	"I1"	38000	8029518.25962148	47855928.827344	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-21"	"IndividualWeight"	0	"U"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"22"	10	0.5	6.32	"I1"	38000	8029518.25962148	50746555.4008078	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-22"	"IndividualWeight"	0	"M"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"23"	10	0.5	5.69	"I1"	38000	8029518.25962148	45687958.8972462	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-23"	"IndividualWeight"	0	"M"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"24"	10	0.5	6.2	"I1"	38000	8029518.25962148	49783013.2096532	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-24"	"IndividualWeight"	0	"M"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"25"	10	0.5	6	"I1"	38000	8029518.25962148	48177109.5577289	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-25"	"IndividualWeight"	0	"M"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"26"	10.5	0.5	7.09	"I1"	38000	1834267.59192451	13004957.2267448	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-26"	"IndividualWeight"	0	"M"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"27"	11	0.5	7.59	"I1"	38000	1834267.59192451	13922091.022707	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-27"	"IndividualWeight"	0	"M"
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"28"	10	0.5	NA	"I1"	38000	8029518.25962148	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-28"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"29"	10	0.5	NA	"I1"	38000	8029518.25962148	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-29"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"30"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-30"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"31"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-31"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"32"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-32"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"33"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-33"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"34"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-34"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"35"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-35"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"36"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-36"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"37"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-37"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"38"	8.5	0.5	NA	"I1"	38000	28267337.1074127	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-38"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"39"	9	0.5	NA	"I1"	38000	22618334.3480555	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-39"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"40"	9	0.5	NA	"I1"	38000	22618334.3480555	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-40"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"41"	9	0.5	NA	"I1"	38000	22618334.3480555	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-41"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"42"	9	0.5	NA	"I1"	38000	22618334.3480555	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-42"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"43"	9	0.5	NA	"I1"	38000	22618334.3480555	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-43"	"AverageWeight"	NA	NA
"Survey"	"45G9"	"WaterColumn"	"126417"	"BIAS_2018_SWE"	"55"	"27"	"126417"	"1"	"44"	9	0.5	NA	"I1"	38000	22618334.3480555	NA	10	189.2	"BIAS_2018_SWE"	"26D4"	"BIAS_2018_SWE-55"	"26D4"	2018-10-10T00:00:00Z	58.3075	19.1657	61	"BIAS_2018_SWE-55-27"	"PEL"	1.289956803456	1.289956803456	30	NA	15.3	NA	68	"BIAS_2018_SWE-55-27-126417-1"	1.88	51	0.000238	51	"BIAS_2018_SWE-55-27-126417-1-44"	"AverageWeight"	NA	NA
