"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"Individual"	"IndividualRoundWeight"	"IndividualTotalLength"	"LengthResolution"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"	"StockCode"	"IndividualMaturity"	"MaturityScale"
"BIAS2019"	"1"	"1"	"126425"	"1"	"36"	"BIAS2019-1-1-126425-1-36"	2.230434782609	6.5	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"37"	"BIAS2019-1-1-126425-1-37"	2.230434782609	6.5	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"38"	"BIAS2019-1-1-126425-1-38"	2.230434782609	6.5	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"39"	"BIAS2019-1-1-126425-1-39"	2.230434782609	6.5	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"40"	"BIAS2019-1-1-126425-1-40"	2.230434782609	6.5	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"41"	"BIAS2019-1-1-126425-1-41"	2.230434782609	6.5	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"42"	"BIAS2019-1-1-126425-1-42"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"43"	"BIAS2019-1-1-126425-1-43"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"44"	"BIAS2019-1-1-126425-1-44"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"45"	"BIAS2019-1-1-126425-1-45"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"46"	"BIAS2019-1-1-126425-1-46"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"47"	"BIAS2019-1-1-126425-1-47"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"48"	"BIAS2019-1-1-126425-1-48"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"49"	"BIAS2019-1-1-126425-1-49"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"50"	"BIAS2019-1-1-126425-1-50"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"51"	"BIAS2019-1-1-126425-1-51"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"52"	"BIAS2019-1-1-126425-1-52"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"53"	"BIAS2019-1-1-126425-1-53"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"54"	"BIAS2019-1-1-126425-1-54"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"55"	"BIAS2019-1-1-126425-1-55"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"56"	"BIAS2019-1-1-126425-1-56"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"57"	"BIAS2019-1-1-126425-1-57"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"58"	"BIAS2019-1-1-126425-1-58"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"59"	"BIAS2019-1-1-126425-1-59"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"60"	"BIAS2019-1-1-126425-1-60"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"61"	"BIAS2019-1-1-126425-1-61"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"62"	"BIAS2019-1-1-126425-1-62"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"63"	"BIAS2019-1-1-126425-1-63"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"64"	"BIAS2019-1-1-126425-1-64"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"65"	"BIAS2019-1-1-126425-1-65"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"66"	"BIAS2019-1-1-126425-1-66"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"67"	"BIAS2019-1-1-126425-1-67"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"68"	"BIAS2019-1-1-126425-1-68"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"69"	"BIAS2019-1-1-126425-1-69"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"70"	"BIAS2019-1-1-126425-1-70"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"71"	"BIAS2019-1-1-126425-1-71"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"72"	"BIAS2019-1-1-126425-1-72"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"73"	"BIAS2019-1-1-126425-1-73"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"74"	"BIAS2019-1-1-126425-1-74"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"75"	"BIAS2019-1-1-126425-1-75"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"76"	"BIAS2019-1-1-126425-1-76"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"77"	"BIAS2019-1-1-126425-1-77"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"78"	"BIAS2019-1-1-126425-1-78"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"79"	"BIAS2019-1-1-126425-1-79"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"80"	"BIAS2019-1-1-126425-1-80"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"81"	"BIAS2019-1-1-126425-1-81"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"82"	"BIAS2019-1-1-126425-1-82"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"83"	"BIAS2019-1-1-126425-1-83"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"84"	"BIAS2019-1-1-126425-1-84"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"85"	"BIAS2019-1-1-126425-1-85"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"86"	"BIAS2019-1-1-126425-1-86"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"87"	"BIAS2019-1-1-126425-1-87"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"88"	"BIAS2019-1-1-126425-1-88"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"89"	"BIAS2019-1-1-126425-1-89"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"90"	"BIAS2019-1-1-126425-1-90"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"91"	"BIAS2019-1-1-126425-1-91"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"92"	"BIAS2019-1-1-126425-1-92"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"93"	"BIAS2019-1-1-126425-1-93"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"94"	"BIAS2019-1-1-126425-1-94"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"95"	"BIAS2019-1-1-126425-1-95"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"96"	"BIAS2019-1-1-126425-1-96"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"97"	"BIAS2019-1-1-126425-1-97"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"98"	"BIAS2019-1-1-126425-1-98"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"99"	"BIAS2019-1-1-126425-1-99"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"100"	"BIAS2019-1-1-126425-1-100"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"101"	"BIAS2019-1-1-126425-1-101"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"102"	"BIAS2019-1-1-126425-1-102"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"103"	"BIAS2019-1-1-126425-1-103"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"104"	"BIAS2019-1-1-126425-1-104"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"105"	"BIAS2019-1-1-126425-1-105"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"106"	"BIAS2019-1-1-126425-1-106"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"107"	"BIAS2019-1-1-126425-1-107"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"108"	"BIAS2019-1-1-126425-1-108"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"109"	"BIAS2019-1-1-126425-1-109"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"110"	"BIAS2019-1-1-126425-1-110"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"111"	"BIAS2019-1-1-126425-1-111"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"112"	"BIAS2019-1-1-126425-1-112"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"113"	"BIAS2019-1-1-126425-1-113"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"114"	"BIAS2019-1-1-126425-1-114"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"115"	"BIAS2019-1-1-126425-1-115"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"116"	"BIAS2019-1-1-126425-1-116"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"117"	"BIAS2019-1-1-126425-1-117"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"118"	"BIAS2019-1-1-126425-1-118"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"119"	"BIAS2019-1-1-126425-1-119"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"120"	"BIAS2019-1-1-126425-1-120"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"121"	"BIAS2019-1-1-126425-1-121"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"122"	"BIAS2019-1-1-126425-1-122"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"123"	"BIAS2019-1-1-126425-1-123"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"124"	"BIAS2019-1-1-126425-1-124"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"125"	"BIAS2019-1-1-126425-1-125"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"126"	"BIAS2019-1-1-126425-1-126"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"127"	"BIAS2019-1-1-126425-1-127"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"128"	"BIAS2019-1-1-126425-1-128"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"129"	"BIAS2019-1-1-126425-1-129"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"130"	"BIAS2019-1-1-126425-1-130"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"131"	"BIAS2019-1-1-126425-1-131"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"132"	"BIAS2019-1-1-126425-1-132"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"133"	"BIAS2019-1-1-126425-1-133"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"134"	"BIAS2019-1-1-126425-1-134"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"135"	"BIAS2019-1-1-126425-1-135"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"136"	"BIAS2019-1-1-126425-1-136"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"137"	"BIAS2019-1-1-126425-1-137"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"138"	"BIAS2019-1-1-126425-1-138"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"139"	"BIAS2019-1-1-126425-1-139"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"140"	"BIAS2019-1-1-126425-1-140"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"141"	"BIAS2019-1-1-126425-1-141"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"142"	"BIAS2019-1-1-126425-1-142"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"143"	"BIAS2019-1-1-126425-1-143"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"144"	"BIAS2019-1-1-126425-1-144"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"145"	"BIAS2019-1-1-126425-1-145"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"146"	"BIAS2019-1-1-126425-1-146"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"147"	"BIAS2019-1-1-126425-1-147"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"148"	"BIAS2019-1-1-126425-1-148"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"149"	"BIAS2019-1-1-126425-1-149"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"150"	"BIAS2019-1-1-126425-1-150"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"151"	"BIAS2019-1-1-126425-1-151"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"152"	"BIAS2019-1-1-126425-1-152"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"153"	"BIAS2019-1-1-126425-1-153"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"154"	"BIAS2019-1-1-126425-1-154"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"155"	"BIAS2019-1-1-126425-1-155"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"156"	"BIAS2019-1-1-126425-1-156"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
"BIAS2019"	"1"	"1"	"126425"	"1"	"157"	"BIAS2019-1-1-126425-1-157"	2.626011560694	7	0.5	"AverageWeight"	NA	NA	NA	NA	NA
