"Station"	"Haul"	"SpeciesCategory"	"IndividualTotalLength"	"LengthResolution"	"WeightedCount"	"MinHaulDepth"	"MaxHaulDepth"	"LengthDistributionWeight"	"LengthDistributionType"	"Cruise"	"EffectiveTowDistance"	"DateTime"	"Longitude"	"Latitude"	"Gear"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"
"BIAS2019-3"	"BIAS2019-3-3"	"126417"	17	1	550.614527152262	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126417"	18	1	559.946976765013	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126417"	19	1	298.638387608007	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126417"	20	1	195.981441867754	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126417"	21	1	158.651643416754	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126417"	22	1	18.6648992255	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126417"	23	1	18.6648992255	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126425"	6	1	392.263630558091	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126425"	7	1	418.414539261964	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126425"	9	1	26.150908703873	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126425"	10	1	470.716356669709	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126425"	11	1	2536.63814427566	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126425"	12	1	2745.84541390664	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126425"	13	1	104.603634815491	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126436"	14	1	0.720903075126	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126436"	15	1	2.162709225379	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126436"	16	1	0.720903075126	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-3"	"BIAS2019-3-3"	"126436"	17	1	0.720903075126	62	62	1	"Normalized"	"BIAS2019"	1.387149028078	2019-10-30T15:45:00Z	19.7925	55.94017	"PEL"	20	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	15	1	24.899152738079	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	16	1	65.524086152839	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	17	1	89.112757167862	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	18	1	60.282159260612	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	19	1	41.935415137818	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	20	1	26.209634461135	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	21	1	14.415298953625	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	22	1	3.931445169171	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126417"	23	1	2.620963446114	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126425"	8	1	138.13600076184	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126425"	10	1	2072.0400114276	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126425"	11	1	10083.9280556143	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126425"	12	1	5387.30402971176	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-4"	"BIAS2019-4-4"	"126425"	13	1	69.06800038092	69	69	1	"Normalized"	"BIAS2019"	1.24838012959	2019-10-31T06:45:00Z	19.28767	55.88334	"PEL"	18	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	15	1	226.060505468897	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	16	1	936.536379799717	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	17	1	1905.36711752356	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	18	1	1937.66147544769	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	19	1	839.653306027333	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	20	1	839.653306027333	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	21	1	549.00408471018	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	22	1	129.177431696512	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126417"	23	1	96.883073772384	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126425"	7	1	46.38381678401	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126425"	8	1	9.276763356802	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126425"	9	1	15.461272261337	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126425"	10	1	173.166249326971	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126425"	11	1	321.594463035802	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126425"	12	1	126.782432542961	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
"BIAS2019-5"	"BIAS2019-5-5"	"126425"	13	1	6.184508904535	69	69	1	"Normalized"	"BIAS2019"	1.245140388769	2019-10-31T12:45:00Z	20.50383	55.57167	"PEL"	16	NA	NA
