"Station"	"Haul"	"SpeciesCategory"	"IndividualTotalLength"	"LengthResolution"	"WeightedCount"	"MinHaulDepth"	"MaxHaulDepth"	"LengthDistributionWeight"	"LengthDistributionType"	"Cruise"	"EffectiveTowDistance"	"DateTime"	"Longitude"	"Latitude"	"Gear"	"VerticalNetOpening"	"HorizontalNetOpening"	"TrawlDoorSpread"
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	32	1	46.757620007537	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	35	1	45.015704428727	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	37	1	87.934397636012	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	39	1	42.995746266287	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	43	1	41.248851596148	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	44	1	81.695367988834	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	46	1	40.08274655561	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	47	1	39.717690776358	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	48	1	39.363462666489	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	49	1	78.039055141699	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	50	1	154.7415494314	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	51	1	38.360577259711	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	52	1	76.089326083309	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	53	1	37.737238460017	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	56	1	36.862213473823	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	59	1	72.102436844647	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	61	1	35.542333909695	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	62	1	35.418797786134	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	64	1	35.418797786134	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	74	1	70.837595572215	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	85	1	35.418797786134	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	90	1	35.418797786134	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-17"	"1999002/4/1999/1024/2-17-80002"	"torsk/164712/126436/NA"	92	1	35.418797786134	NA	365	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-28T14:56:00Z	30.38333	70.78333	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	23	1	108.501620327176	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	24	1	106.574667982785	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	26	1	206.077071688281	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	29	1	98.3947525228	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	34	1	183.97685452625	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	35	1	272.595365232325	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	36	1	179.572351001081	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	38	1	263.250100496245	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	39	1	86.787794805066	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	40	1	85.859774719951	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	41	1	424.8197777249	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	42	1	420.492417707169	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	45	1	163.335467430635	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	46	1	161.815690405608	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	47	1	80.17097263253	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	48	1	397.279779673735	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	49	1	78.761715897169	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	50	1	468.523482184704	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	51	1	154.86322238487	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	52	1	76.793931870383	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	53	1	76.173389053277	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	55	1	74.980688141351	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	56	1	74.407133189714	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	57	1	73.847913864578	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	62	1	71.493569049072	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	65	1	71.493569049072	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-21"	"1999002/4/1999/1024/2-21-80006"	"torsk/164712/126436/NA"	86	1	71.493569049072	NA	233	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T00:45:00Z	31.37667	70.84167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	10	1	521.594481643762	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	11	1	391.195861232846	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	12	1	195.597930616423	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	13	1	260.79724082193	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	15	1	64.286474898443	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	16	1	187.743712341643	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	17	1	61.017706764573	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	18	1	59.576968265371	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	19	1	58.243485861328	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	22	1	109.535212541014	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	24	1	52.798407809459	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	26	1	102.093128480836	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	28	1	98.948439240612	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	29	1	97.491953169301	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	30	1	96.104407853443	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	31	1	47.390217757236	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	32	1	46.757620007537	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	33	1	92.304520598592	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	34	1	136.716611601493	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	36	1	133.443543370717	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	37	1	131.901596454051	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	38	1	86.944902417274	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	39	1	343.9659701301	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	40	1	127.607980936584	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	41	1	42.092193753716	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	42	1	41.663428225698	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
"1999002/4/1999/1024/2-22"	"1999002/4/1999/1024/2-22-80007"	"torsk/164712/126436/NA"	44	1	40.847683994448	NA	255	1	"SweepWidthCompensatedNormalized"	"1999002/4/1999/1024/2"	1.5	1999-01-29T03:55:00Z	32.38167	70.87167	"3271"	NA	NA	NA
