"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SampleKey"	"IndividualKey"	"Individual"	"IndividualRoundWeight"	"IndividualTotalLength"	"LengthResolution"	"WeightMeasurement"	"IndividualAge"	"IndividualSex"
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"18"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-18"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"19"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-19"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"20"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-20"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"21"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-21"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"22"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-22"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"23"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-23"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"24"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-24"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"25"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-25"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"26"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-26"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"27"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-27"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"28"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-28"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"29"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-29"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"30"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-30"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"31"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-31"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"32"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-32"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"33"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-33"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"34"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-34"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"35"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-35"	NA	14	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"36"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-36"	NA	15	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"37"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-37"	NA	15	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"38"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-38"	NA	15	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"39"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-39"	NA	15	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"40"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-40"	NA	15	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"41"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-41"	NA	15	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"42"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-42"	NA	15	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"43"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-43"	NA	15	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"44"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-44"	NA	16	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"45"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-45"	NA	16	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"46"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-46"	NA	16	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"47"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-47"	NA	16	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"48"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-48"	NA	16	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"49"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-49"	NA	17	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"50"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-50"	NA	18	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"51"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-51"	NA	32	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"52"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-52"	NA	34	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"53"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-53"	NA	37	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"54"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-54"	NA	38	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"55"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-55"	NA	40	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"56"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-56"	NA	40	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"57"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-57"	NA	41	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"58"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-58"	NA	41	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"59"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-59"	NA	41	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"60"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-60"	NA	41	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"61"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-61"	NA	42	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"62"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-62"	NA	42	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"63"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-63"	NA	43	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"64"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-64"	NA	43	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"65"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-65"	NA	43	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"66"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-66"	NA	43	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"67"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-67"	NA	43	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"68"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-68"	NA	43	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"69"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-69"	NA	45	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"70"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-70"	NA	45	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"71"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-71"	NA	45	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"72"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-72"	NA	45	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"73"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-73"	NA	46	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"74"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-74"	NA	46	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"75"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-75"	NA	46	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"76"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-76"	NA	46	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"77"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-77"	NA	46	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"78"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-78"	NA	46	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"79"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-79"	NA	47	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"80"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-80"	NA	47	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"81"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-81"	NA	47	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"82"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-82"	NA	47	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"83"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-83"	NA	48	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"84"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-84"	NA	48	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"85"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-85"	NA	48	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"86"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-86"	NA	48	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"87"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-87"	NA	48	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"88"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-88"	NA	49	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"89"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-89"	NA	49	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"90"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-90"	NA	49	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"91"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-91"	NA	49	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"92"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-92"	NA	49	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"93"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-93"	NA	49	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"94"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-94"	NA	49	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"95"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-95"	NA	50	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"96"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-96"	NA	50	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"97"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-97"	NA	50	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"98"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-98"	NA	50	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"99"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-99"	NA	51	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"100"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-100"	NA	51	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"101"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-101"	NA	51	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"102"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-102"	NA	51	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"103"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-103"	NA	52	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"104"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-104"	NA	52	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"105"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-105"	NA	53	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"106"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-106"	NA	53	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"107"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-107"	NA	53	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"108"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-108"	NA	53	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"109"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-109"	NA	53	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"110"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-110"	NA	53	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"111"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-111"	NA	54	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"112"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-112"	NA	54	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"113"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-113"	NA	55	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"114"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-114"	NA	55	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"115"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-115"	NA	55	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"116"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-116"	NA	56	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"117"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-117"	NA	58	1	"IndividualWeight"	NA	NA
"1999002/4/1999/1024/2"	"16"	"80001"	"hyse/164744/126437/NA"	"3"	"118"	"1999002/4/1999/1024/2-16-80001-hyse/164744/126437/NA-3-118"	NA	58	1	"IndividualWeight"	NA	NA
