"CruiseKey"	"StationKey"	"HaulKey"	"SpeciesCategoryKey"	"SpeciesCategory"
"1999002/4/1999/1024/2"	"20"	"80005"	"gapeflyndre/172877/127137/NA"	"gapeflyndre/172877/127137/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"hyse/164744/126437/NA"	"hyse/164744/126437/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"kloskate/564149/105865/NA"	"kloskate/564149/105865/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"nordlig ringbuk/167522/127212/NA"	"nordlig ringbuk/167522/127212/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"paddeulke/167408/127235/NA"	"paddeulke/167408/127235/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"rundskate/564135/105894/NA"	"rundskate/564135/105894/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"vanlig ålebrosme/631144/274100/NA"	"vanlig ålebrosme/631144/274100/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"vanlig uer/166781/151324/NA"	"vanlig uer/166781/151324/NA"
"1999002/4/1999/1024/2"	"20"	"80005"	"øyepål/164756/126444/NA"	"øyepål/164756/126444/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"sild'G03/161722.G03/126417/NA"	"sild'G03/161722.G03/126417/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"dypvannsreke/96967/107649/NA"	"dypvannsreke/96967/107649/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"gapeflyndre/172877/127137/NA"	"gapeflyndre/172877/127137/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"hyse/164744/126437/NA"	"hyse/164744/126437/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"kloskate/564149/105865/NA"	"kloskate/564149/105865/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"paddeulke/167408/127235/NA"	"paddeulke/167408/127235/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"skatefamilien/160845/105711/NA"	"skatefamilien/160845/105711/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"uerslekten/166705/126175/NA"	"uerslekten/166705/126175/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"vanlig ålebrosme/631144/274100/NA"	"vanlig ålebrosme/631144/274100/NA"
"1999002/4/1999/1024/2"	"21"	"80006"	"vanlig uer/166781/151324/NA"	"vanlig uer/166781/151324/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"sild'G03/161722.G03/126417/NA"	"sild'G03/161722.G03/126417/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"blåsteinbit/550561/126757/NA"	"blåsteinbit/550561/126757/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"gapeflyndre/172877/127137/NA"	"gapeflyndre/172877/127137/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"hyse/164744/126437/NA"	"hyse/164744/126437/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"kloskate/564149/105865/NA"	"kloskate/564149/105865/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"rundskate/564135/105894/NA"	"rundskate/564135/105894/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"vanlig ålebrosme/631144/274100/NA"	"vanlig ålebrosme/631144/274100/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"vanlig uer/166781/151324/NA"	"vanlig uer/166781/151324/NA"
"1999002/4/1999/1024/2"	"22"	"80007"	"øyepål/164756/126444/NA"	"øyepål/164756/126444/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"sild'G03/161722.G03/126417/NA"	"sild'G03/161722.G03/126417/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"blåsteinbit/550561/126757/NA"	"blåsteinbit/550561/126757/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"dypvannsreke/96967/107649/NA"	"dypvannsreke/96967/107649/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"flekksteinbit/171342/126759/NA"	"flekksteinbit/171342/126759/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"gapeflyndre/172877/127137/NA"	"gapeflyndre/172877/127137/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"hyse/164744/126437/NA"	"hyse/164744/126437/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"kloskate/564149/105865/NA"	"kloskate/564149/105865/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"krokulke/167208/127193/NA"	"krokulke/167208/127193/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"lodde/162035/126735/NA"	"lodde/162035/126735/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"rognkjeks/167612/127214/NA"	"rognkjeks/167612/127214/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"rødspette/172902/127143/NA"	"rødspette/172902/127143/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"snabeluer/166756/127254/NA"	"snabeluer/166756/127254/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"vanlig ålebrosme/631144/274100/NA"	"vanlig ålebrosme/631144/274100/NA"
"1999002/4/1999/1024/2"	"23"	"80008"	"øyepål/164756/126444/NA"	"øyepål/164756/126444/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"sild'G03/161722.G03/126417/NA"	"sild'G03/161722.G03/126417/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"blåkveite/172930/127144/NA"	"blåkveite/172930/127144/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"blåsteinbit/550561/126757/NA"	"blåsteinbit/550561/126757/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"dypvannsreke/96967/107649/NA"	"dypvannsreke/96967/107649/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"flekksteinbit/171342/126759/NA"	"flekksteinbit/171342/126759/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"gapeflyndre/172877/127137/NA"	"gapeflyndre/172877/127137/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"hyse/164744/126437/NA"	"hyse/164744/126437/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"kloskate/564149/105865/NA"	"kloskate/564149/105865/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"krokulke/167208/127193/NA"	"krokulke/167208/127193/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"lomre/172888/127140/NA"	"lomre/172888/127140/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"rognkjeks/167612/127214/NA"	"rognkjeks/167612/127214/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"rødspette/172902/127143/NA"	"rødspette/172902/127143/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"sei/164727/126441/NA"	"sei/164727/126441/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"vanlig ålebrosme/631144/274100/NA"	"vanlig ålebrosme/631144/274100/NA"
"1999002/4/1999/1024/2"	"24"	"80009"	"vanlig uer/166781/151324/NA"	"vanlig uer/166781/151324/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"sild'G03/161722.G03/126417/NA"	"sild'G03/161722.G03/126417/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"arktisk knurrulke/644643/127207/NA"	"arktisk knurrulke/644643/127207/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"dypvannsreke/96967/107649/NA"	"dypvannsreke/96967/107649/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"flekksteinbit/171342/126759/NA"	"flekksteinbit/171342/126759/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"gapeflyndre/172877/127137/NA"	"gapeflyndre/172877/127137/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"hyse/164744/126437/NA"	"hyse/164744/126437/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"kloskate/564149/105865/NA"	"kloskate/564149/105865/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"krokulke/167208/127193/NA"	"krokulke/167208/127193/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"lodde/162035/126735/NA"	"lodde/162035/126735/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"nordlig ringbuk/167522/127212/NA"	"nordlig ringbuk/167522/127212/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"rognkjeks/167612/127214/NA"	"rognkjeks/167612/127214/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"tverrhalet langebarn/171603/127072/NA"	"tverrhalet langebarn/171603/127072/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"vanlig ålebrosme/631144/274100/NA"	"vanlig ålebrosme/631144/274100/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"vanlig uer/166781/151324/NA"	"vanlig uer/166781/151324/NA"
"1999002/4/1999/1024/2"	"25"	"80010"	"øyepål/164756/126444/NA"	"øyepål/164756/126444/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"sild'G03/161722.G03/126417/NA"	"sild'G03/161722.G03/126417/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"flekksteinbit/171342/126759/NA"	"flekksteinbit/171342/126759/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"gapeflyndre/172877/127137/NA"	"gapeflyndre/172877/127137/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"hyse/164744/126437/NA"	"hyse/164744/126437/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"kloskate/564149/105865/NA"	"kloskate/564149/105865/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"lodde/162035/126735/NA"	"lodde/162035/126735/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"vanlig ålebrosme/631144/274100/NA"	"vanlig ålebrosme/631144/274100/NA"
"1999002/4/1999/1024/2"	"26"	"80011"	"vanlig uer/166781/151324/NA"	"vanlig uer/166781/151324/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"sild'G03/161722.G03/126417/NA"	"sild'G03/161722.G03/126417/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"blåsteinbit/550561/126757/NA"	"blåsteinbit/550561/126757/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"dypvannsreke/96967/107649/NA"	"dypvannsreke/96967/107649/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"flekksteinbit/171342/126759/NA"	"flekksteinbit/171342/126759/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"gapeflyndre/172877/127137/NA"	"gapeflyndre/172877/127137/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"hyse/164744/126437/NA"	"hyse/164744/126437/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"kloskate/564149/105865/NA"	"kloskate/564149/105865/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"nordlig ringbuk/167522/127212/NA"	"nordlig ringbuk/167522/127212/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"rognkjeks/167612/127214/NA"	"rognkjeks/167612/127214/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"smørflyndre/172873/127136/NA"	"smørflyndre/172873/127136/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"torsk/164712/126436/NA"	"torsk/164712/126436/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"vanlig ålebrosme/631144/274100/NA"	"vanlig ålebrosme/631144/274100/NA"
"1999002/4/1999/1024/2"	"27"	"80012"	"vanlig uer/166781/151324/NA"	"vanlig uer/166781/151324/NA"
